longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city,location
-105.047,40.174,UNIO,Union Reservoir,CP,303.772.1265,,2 campgrounds,42,4957,NH ND NS RS,CO,3,E,Longmont,POINT(-105.047 40.174)
-106.677,37.606,UPPB,Upper Beaver Creek,NF,719.657.3321/719-852-5941,,,14,8570,NH ND 35ft VT DW NS NR,CO,4.9,SW,South Fork,POINT(-106.677 37.606)
-107.071,39.663,UPPC,Upper Colorado Rec Area,BLM,,,4 campgrounds along Colorado River,,6299,VT NW NR,CO,6.4,W,Gypsum,POINT(-107.071 39.663)
-105.431,40.691,UPPN,Upper Narrows,NF,970.498.1375/970.295.6600,mid may-mid sep,,7,6470,NH ND VT DW NS NR,CO,19.6,W,Fort Collins,POINT(-105.431 40.691)
-107.273,37.215,UTE,Ute,NF,970.264.2268/970.247.4874,,,26,6850,NH ND VT DW NS NR,CO,14.9,W,Pagosa Springs,POINT(-107.273 37.215)
-107.547,37.478,VALL,Vallecito,NF,970.884.2512/970.247.4874,mid may-mid sep,,80,7972,E ND VT DW NS NR,CO,7.4,N,Vallecito,POINT(-107.547 37.478)
-107.261,40.134,VAUG,Vaughn Lake,NF,970.638.4516/307.745.2300,,,6,9511,NH ND 22ft VT NW NS NR L$,CO,18.7,W,Yampa,POINT(-107.261 40.134)
-102.185,39.608,WAGO,Wagon Wheel - Bonny Lake State Park,SP,970.354.7306,,,87,3711,E ND FTVT DW SH RS,CO,8.8,SE,Idalia,POINT(-102.185 39.608)
-106.685,40.381,WALT,Walton Creek,NF,,,,14,9406,NH ND 22ft FT DW NS NR L$,CO,,,,POINT(-106.685 40.381)
-107.979,39.04,WARD,Ward Lake,NF,970.242.8211/970.874.6600,mid jul-mid oct,,27,10289,NH ND 22ft VT DW NS NR,CO,9.9,N,Cedaredge,POINT(-107.979 39.04)
-107.831,39.066,WEIR,Weir and Johnson,NF,970.242.8211/970.874.6600,mid jul-mid sep,,12,10505,NH ND 22ft VT NW NS NR L$,CO,13.9,SE,Collbran,POINT(-107.831 39.066)
-106.72,39.121,WELL,Weller,NF,970.963.2266/970.945.2521,mid may-mid sep,,11,9455,NH ND 16ft VT DW NS NR,CO,7.1,SE,Aspen,POINT(-106.72 39.121)
-108.265,37.409,WEST,West - Mancos State Park,SP,970.533.7065,all year,,9,7842,NH ND VT NW NS RS,CO,13.9,E,Dolores,POINT(-108.265 37.409)
-105.657,39.679,WESC,West Chicago Creek,NF,303.567.3000/970.295.6600,mid may-mid sep,,16,9669,NH ND 30ft VT DW NS RS,CO,8.8,SW,Idaho Springs,POINT(-105.657 39.679)
-108.276,37.66,WESD,West Dolores,NF,970.882.6800/970.247.4874,mid may-mid sep,,18,7785,E ND 35ft VT DW NS NR,CO,17.9,NE,Dolores,POINT(-108.276 37.66)
-106.903,37.445,WESF,West Fork,NF,970.264.2268/970.247.4874,mid may-mid sep,,28,7900,NH ND 35ft VT DW NS NR,CO,13.5,NE,Pagosa Springs,POINT(-106.903 37.445)
-105.568,40.79,WESL,West Lake,NF,970.498.1375/970.295.6600,mid may-mid sep,,36,8261,E ND 30ft VT DW NS RS,CO,1.5,SE,Red Feather Lakes,POINT(-105.568 40.79)
-106.136,39.078,WESP,Weston Pass,NF,719.836.2031/719.545.8737,mid may-mid sep,,14,10302,NH ND 25ft VT DW NS NR,CO,12.4,SW,Fairplay,POINT(-106.136 39.078)
-107.3,39.747,WHIO,White Owl,NF,970.328.6388/970.945.2521,,,6,10719,NH ND 20ft VT NW NS NR L$,CO,14.6,NW,Dotsero,POINT(-107.3 39.747)
-106.367,39.09,WHIS,White Star,NF,719.486.0749/719.545.8737,early jun-mid sep,,66,9291,NH DP 32ft VT DW NS RS,CO,,,,POINT(-106.367 39.09)
-105.694,39.482,WHIT,Whiteside,NF,303.275.5610/719.545.8737,,Tent only,5,8900,NH ND VT NW NS NR,CO,2.3,NW,Grant,POINT(-105.694 39.482)
-105.266,39.242,WIGW,Wigwam,NF,,,,10,6624,VT DW NR,CO,21.2,SW,Sedalia,POINT(-105.266 39.242)
-105.253,39.055,WILD,Wildhorn,NF,,,closed due to fire in 2010 - check first,9,8878,23ft VT NW NR,CO,9.3,NW,Divide,POINT(-105.253 39.055)
-107.336,37.922,WILM,Williams Creek,NF,970.641.0471/970.874.6600,mid may-mid sep,,23,9239,NH DP 20ft VT DW NS NR,CO,48.5,N,Pagosa Springs,POINT(-107.336 37.922)
-107.224,37.495,WILP,Williams Creek - Pagosa Springs,NF,970.264.2268/970.247.4874,,,67,8196,NH DP 45ft VT DW NS NR,CO,19.5,NW,Pagosa Springs,POINT(-107.224 37.495)
-106.217,40.009,WILF,Williams Fork Reservoir - SWA,SFW,,,Fish/Wildlife sites may have few facilitiies,24,7864,VT DW NR,CO,4,SW,Parshall,POINT(-106.217 40.009)
-105.951,40.144,WILW,Willow Creek,NF,970.887.4100/970.295.6600,,,35,8228,NH ND 32ft VT DW NS NR,CO,4,N,Granby,POINT(-105.951 40.144)
-106.309,39.889,WILL,Willows,NF,970.468.5400/970.945.2521,mid may-mid sep,,35,7950,NH ND VT DW NS NR L$,CO,21.9,NW,Silverthorne,POINT(-106.309 39.889)
-106.676,39.7,WOLC,Wolcott,BLM,,,,,6974,VT NW NR,CO,20.5,E,Dotsero,POINT(-106.676 39.7)
-106.887,37.441,WOLF,Wolf Creek,NF,,,,26,7890,NH ND 35ft VT DW NS NR,CO,13.6,NE,Pagosa Springs,POINT(-106.887 37.441)
-108.055,37.885,WOOD,Woods Lake,NF,970.327.4261/970.874.6600,mid may-mid oct,,41,9455,NH ND VT NW NS NR,CO,9.1,S,Placerville,POINT(-108.055 37.885)
-107.287,37.973,WUPP,Wupperman,CP,970.944.2319,,,,9018,NH DP 25ft NS L$,CO,4.2,S,Lake City,POINT(-107.287 37.973)
-104.94,38.737,WYE,Wye,NF,719.636.1602/719.545.8737,mid may-mid sep,,21,9790,NH ND VT NW NS NR N$,CO,9.3,SW,Colorado Springs,POINT(-104.94 38.737)
-106.678,39.502,YEOM,Yeoman Park,NF,970.328.6388/970.945.2521,,,24,9081,NH ND 30ft VT DW NS NR L$,CO,13.3,SE,Eagle,POINT(-106.678 39.502)
-104.833,37.601,YUCC,Yucca - Lathrop State Park,SP,719.738.2376,early may-mid oct,small RVs,21,6404,NH DP VT DW NS RS,CO,3.3,SW,Walsenburg,POINT(-104.833 37.601)
-159.305,22.147,ANAH,Anahola Beach Park   -  Kauai,,808.241.6660,,,,,DW,HI,0.7,E,Anahola,POINT(-159.305 22.147)
-159.458,22.225,ANIN,Anini Beach Park  - Kauai,,808.244.6660,,,,,DW,HI,3.1,W,Kilauea,POINT(-159.458 22.225)
-157.707,21.351,BELL,Bellows Field Beach Park  - Oahu,,808.523.4525,,,50,,,HI,1,E,Waimanalo,POINT(-157.707 21.351)
-156.622,20.811,CAMP,Camp Olowalu  - Maui,CP,808.661.4303,,dispersed,,,FT DW,HI,6.1,SE,Lahaina,POINT(-156.622 20.811)
-159.566,22.22,HAEN,Haena Beach Park  - Kauai,,808.241.6660,,,,,FT DW,HI,9.9,W,Kilauea,POINT(-159.566 22.22)
-159.342,21.994,HANA,Hanamaulu Beach Park  - Kauai,CP,808.241.6660,,,50,,,HI,2.1,NE,Lihue,POINT(-159.342 21.994)
-156.229,20.753,HOLU,Holua Dispersed - Haleakala National Park - Maui,NP,808.572.4400,,dispersed,,6960,NR,HI,6.8,SE,Kula,POINT(-156.229 20.753)
-155.898,19.38,HOOK,Hookena Beach Park  - Hawaii,CP,808.691.8311,,dispersed,,,NW,HI,8.2,S,Captain Cook,POINT(-155.898 19.38)
-156.238,20.768,HOSM,Hosmer Grove  - Haleakala National Park - Maui,NP,808.572.4400,,,,6800,NR,HI,6,E,Kula,POINT(-156.238 20.768)
-154.842,19.458,ISAA,Isaac Hale Beach Park  - Hawaii,CP,808.691.8311,,dispersed,,,PT,HI,,,,POINT(-154.842 19.458)
-157.884,21.544,KAHA,Kahana Valley State Park - Oahu,SP,808.587.0300,all year,,10,,,HI,5.4,SE,Hauula,POINT(-157.884 21.544)
-155.433,20.043,KALO,Kalopa State Rec Area - Hawaii,SRA,,all year,,3,1813,RS,HI,3.5,SE,Honokaa,POINT(-155.433 20.043)
-156.438,20.9,KANA,Kanaha Beach Park - Maui,CP,808.270.7389,,airport noise,25,,,HI,0.5,N,Kahului Airport,POINT(-156.438 20.9)
-157.902,21.397,KEAI,Keaiwa Heiau State Rec Area - Oahu,SRA,808.587.0300,all year,,10,,,HI,2,NE,Aiea,POINT(-157.902 21.397)
-159.562,22.113,KOAI,Koaie Primitive - Kokee State Park - Kauai,SP,808.274.3433,all year,dispersed,,3600,,HI,11.8,SW,Kilauea,POINT(-159.562 22.113)
-159.662,22.116,KOKE,Kokee Campground  - Kokee State Park - Kauai,SP,808.335.6061,all year,dispersed,,3800,,HI,10.9,N,Waimea,POINT(-159.662 22.116)
-155.12,19.882,KOLE,Kolekole Beach Park  - Hawaii,,808.974.6200,,,25,,,HI,0.6,N,Honomu,POINT(-155.12 19.882)
-155.241,19.992,LAUP,Laupahoehoe Beach Park  - Hawaii,,808.974.6200,,,25,,,HI,,,,POINT(-155.241 19.992)
-159.666,21.953,LUCY,Lucy Wright Beach Park  - Kauai,,808.241.6660,,,,,DW,HI,0.5,SE,Waimea,POINT(-159.666 21.953)
-154.864,19.44,MACK,MacKenzie State Rec Area - Hawaii,SRA,808.974.6200,all year,,4,,RS,HI,,,,POINT(-154.864 19.44)
-155.9,20.183,MAHU,Mahukona Beach Park  - Hawaii,CP,808.691.8311,,dispersed,,,NW,HI,,,,POINT(-155.9 20.183)
-157.929,21.66,MALA,Malaekahana  State Rec Area - Oahu,SRA,808.587.0300,all year,,40,,,HI,21.6,NW,Kailua,POINT(-157.929 21.66)
-155.829,19.113,MANU,Manuka State Wayside - Hawaii,SP,808.974.6200,all year,,,1795,NW RS,HI,27.2,S,Captain Cook,POINT(-155.829 19.113)
-155.296,19.425,NAMA,Namakani Paio - Hawaii Volcanoes National Park,NP,808.967.7321,,,dispersed,4000,DW NR,HI,4.3,W,Volcano,POINT(-155.296 19.425)
-159.364,21.954,NIUM,Niumalu Park - Kauai,,808.241.6660,,,50,,,HI,1.9,S,Lihue,POINT(-159.364 21.954)
-155.037,19.736,ONEK,Onekahakaha - Hawaii,,808.974.6200,,,25,,,HI,3.5,E,Hilo,POINT(-155.037 19.736)
-157.012,21.173,PALA,Palaau State Park - Molokai,SP,808.984.8109,all year,,,,NW,HI,3.7,E,Hoolehua,POINT(-157.012 21.173)
-159.753,22.089,POLI,Polihale State Park - Kauai,SP,808.241.3444,all year,,3,,,HI,,,,POINT(-159.753 22.089)
-156.329,20.678,POLS,Polipoli Spring State Rec Area - Maui,SRA,808.984.8109.,all year,,,6217,,HI,7.8,S,Kula,POINT(-156.329 20.678)
-155.505,19.135,PUNA,Punaluu Beach Park  - Hawaii,CP,808.691.8311,,,dispersed,,DW,HI,38.9,SW,Mountain View,POINT(-155.505 19.135)
-159.608,21.9,SALT,Salt Pond Beach  - Kauai,,808.244.6660,,,,,,HI,1.5,SW,Eleele,POINT(-159.608 21.9)
-157.875,21.302,SAND,Sand Island State Rec Area - Oahu,SRA,808.587.0300,all year,,35,,,HI,1.1,W,Honolulu,POINT(-157.875 21.302)
-155.822,20.023,SPEN,Spencer Beach Park  - Hawaii,,808.974.6200,,,25,,,HI,,,,POINT(-155.822 20.023)
-159.622,22.13,SUGI,Sugi Grove Primitive - Kokee State Park,SP,808.241.3433,all year,4WD,,3600,,HI,14.9,N,Hanapepe,POINT(-159.622 22.13)
-156.002,20.787,WAIA,Waianapanapa State Park - Maui,SP,808.984.8109,all year,,,,,HI,2.2,NW,H?na,POINT(-156.002 20.787)
-155.549,19.088,WHIT,Whittington Beach Park  - Hawaii,CP,808.691.8311,,,,,NW,HI,2.9,NE,Naalehu,POINT(-155.549 19.088)
-108.442,33.418,AERO,Aeroplane Mesa,NF,505.539.2481/505.388.8201,,,6,7963,NH ND VT NW NS NR N$,NM,27.3,SE,Reserve,POINT(-108.442 33.418)
-105.529,36.135,AGUA,Agua Piedra,NF,505.587.2255/505.758.6200,mid may-mid oct,,44,8415,NH ND 36ft VT DW NS NR,NM,9.2,E,Penasco,POINT(-105.529 36.135)
-106.56,32.372,AGUI,Aguirre Springs,BLM,,all year,,57,5568,NH ND VT DW NS NR L$,NM,12.4,E,Las Cruces,POINT(-106.56 32.372)
-105.812,32.873,ALAM,Alamo Peak Road,NF,,,no facilities,,9188,NH ND NT NW NS NR N$,NM,7.1,SW,Cloudcroft,POINT(-105.812 32.873)
-107.872,36.56,ANGE,Angel Peak,BLM,,,,6,6260,NH ND 35ft VT NW NS NR,NM,,,,POINT(-107.872 36.56)
-105.483,36.107,ANGO,Angostura,NF,,,,,9052,NR,NM,23.5,E,Dixon,POINT(-105.483 36.107)
-105.729,32.967,APAC,Apache,NF,505.682.2551/505.434.7200,mid may-mid sep,,24,8934,NH DP 32ft VT DW SH NR,NM,1,NE,Cloudcroft,POINT(-105.729 32.967)
-108.623,33.832,APCC,Apache Creek,NF,505.533.6232/505.388.8201,all year,,20,6440,NH ND VT NW NS NR N$,NM,11.3,NE,Reserve,POINT(-108.623 33.832)
-108.566,34.091,ARMI,Armijo Springs,NF,505.773.4678/505.388.8201,all year,,5,7904,NH ND 35ft VT NW NS NR N$,NM,17.9,S,Quemado,POINT(-108.566 34.091)
-105.805,35.794,ASPE,Aspen Basin,NF,505.753.7331/505.438.7840,all year,,10,10249,NH ND VT NW NS NR N$,NM,10.5,NE,Santa Fe,POINT(-105.805 35.794)
-111.731,39.788,BEAR,Bear Canyon,NF,,,no RVs,6,6647,NH ND NS NR,NM,,,,POINT(-111.731 39.788)
-108.593,33.397,BENL,Ben Lilly,NF,505.533.6232/505.388.8201,,,7,8064,NH ND 17ft VT NW NS NR N$,NM,23.8,SE,Reserve,POINT(-108.593 33.397)
-105.681,36.676,BIGA,Big Arsenic Springs - Wild Rivers Rec Area,BLM,,,,,7518,VT NW NR,NM,5.1,W,Questa,POINT(-105.681 36.676)
-108.887,33.324,BIGH,Big Horn,NF,505.539.2481/505.388.8201,,,7,4987,VT NW NR,NM,0.5,NW,Glenwood,POINT(-108.887 33.324)
-105.809,35.769,BIGT,Big Tesuque,NF,505.753.7331/505.438.7840,,,10,9760,NH ND VT NW NS NR,NM,9.2,NE,Santa Fe,POINT(-105.809 35.769)
-105.837,35.726,BLAC,Black Canyon,NF,,mid apr-mid nov,wonderful place - the 6 walk in sites are secluded/woodsy,36,8377,NH DP VT DW NS RS L$,NM,6.3,NE,Santa Fe,POINT(-105.837 35.726)
-108.033,33.185,BLAC,Black Canyon Upper,NF,505.753.7331,early may-late sep,2 sites,,6750,NH ND VT NW NS RS N$,NM,23,N,Mimbres,POINT(-108.033 33.185)
-108.107,35.302,BLUE,Bluewater Lake State Park,SP,505.876.2391,mid may-mid sep,,149,7444,NH 45ft FT DW RS PA,NM,5.5,SW,Prewitt,POINT(-108.107 35.302)
-105.773,35.979,BORR,Borrego Mesa,NF,505.753.7331/505.438.7840,,,9,8760,NH ND VT NW NS NR N$,NM,17.3,E,Espanola,POINT(-105.773 35.979)
-106.404,34.763,BOSQ,Bosque,NF,505.847.2990/505.346.3804,,,18,8593,NR,NM,19.8,W,Estancia,POINT(-106.404 34.763)
-104.338,33.344,BOTT,Bottomless Lakes State Park,SP,505.624.6056,all year,,37,3478,NH DP 40ft FT DW SH RS PA,NM,11.2,E,Roswell,POINT(-104.338 33.344)
-104.381,32.564,BRAN,Brantley Lake State Park,SP,505.457.2384,all year,,51,3320,NH DP 40ft FT DW SH RS PA L$,NM,13.3,NW,Carlsbad,POINT(-104.381 32.564)
-107.217,36.881,BUZZ,Buzzard Park,NF,505.632.2956/505.758.6200,mid may-mid nov,RVs not recommended,4,7300,NH ND NW NS NR N$,NM,21.9,E,Gobernador,POINT(-107.217 36.881)
-107.312,32.907,CABA,Caballo Lake State Park,SP,575.743.3942,early mar-late sep,,135,4275,NH DP 40ft FT DW SH RS PA,NM,4.7,S,Caballo,POINT(-107.312 32.907)
-105.498,36.748,CABR,Cabresto Lake,NF,505.586.0520/505.758.6200,mid may-mid sep,no RVs,9,9160,NH ND VT NW NS NR N$,NM,6.2,NE,Questa,POINT(-105.498 36.748)
-106.709,35.93,CALA,Calaveras,,,,,5,7999,NW,NM,11.2,N,Jemez Springs,POINT(-106.709 35.93)
-108.93,35.98,CAAS,Camp Asaayi,RES,928.871.6645,,,,7513,NH ND NS,NM,8,NE,Navajo,POINT(-108.93 35.98)
-106.344,36.549,CANJ,Canjilon Lakes,NF,505.684.2489/505.758.6200,mid jun-mid sep,2 campgrounds,4,9865,NH ND 22ft VT NW NS NR,NM,7.9,E,Cebolla,POINT(-106.344 36.549)
-106.402,34.698,CAPI,Capilla,NF,505.847.2990/505.346.3804,mid may-mid sep,,8,9163,NH ND 16ft VT DW NS NR N$,NM,4.8,NW,Manzano,POINT(-106.402 34.698)
-105.48,36.37,CAPU,Capulin,NF,505.587.2255/505.758.6200,mid may-mid oct,,11,7766,NH ND VT NW NS NR,NM,5.8,SE,Taos,POINT(-105.48 36.37)
-105.689,36.64,CEBO,Cebolla Mesa,NF,505.586.0520/505.758.6200,,rough road,5,7365,NH ND VT NW NS NR,NM,6.8,SW,Questa,POINT(-105.689 36.64)
-103.337,32.939,CHAP,Chaparral City Park,CP,,,unknown facilities,,3894,NH DP DW SH,NM,0.7,SE,Lovington,POINT(-103.337 32.939)
-108.225,32.915,CHER,Cherry Creek,NF,505.388.8201/505.388.8201,,,12,6893,NH ND 17ft VT NW NS NR N$,NM,10.5,N,Silver City,POINT(-108.225 32.915)
-104.156,36.035,CHIC,Chicosa Lake State Park,SP,,,,12,5846,FT DW NR,NM,6.7,N,Roy,POINT(-104.156 36.035)
-105.205,36.77,CIMA,Cimarron,NF,505.586.0520/505.758.6200,,,35,9491,NH ND VT DW NS NR,NM,22.9,SE,Costilla,POINT(-105.205 36.77)
-105.134,36.546,CIMC,Cimarron Canyon State Park,SP,575.377.6271,mid may-late aug,,88,7549,NH 40ft FT DW NS RS PA,NM,7.2,E,Eagle Nest,POINT(-105.134 36.546)
-107.976,32.59,CITY,City of Rocks State Park,SP,575.536.2800,all year,,55,5272,NH ND 40ft FT DW SH RS PA,NM,25.6,NW,Deming,POINT(-107.976 32.59)
-103.301,36.573,CLAY,Clayton Lake State Park,SP,575.374.8808,early may-late aug,,37,5226,NH 40ft FT DW RS PA,NM,10.6,NW,Clayton,POINT(-103.301 36.573)
-106.828,35.997,CLEA,Clear Creek,NF,505.289.3264/505.438.7840,,,15,8455,NH ND VT NW NS NR L$,NM,7.5,E,Cuba,POINT(-106.828 35.997)
-107.701,35.233,COAL,Coalmine Canyon,NF,505.287.8833/505.346.3804,mid may-mid sep,,15,7497,NH 22ft VT NW RS,NM,10.4,NE,Grants,POINT(-107.701 35.233)
-106.333,35.642,COCH,Cochiti - Cochiti Lake,COE,505.465.0307,all year,,60,5538,E DP 45ft FT DW SH RS PA L$,NM,39.9,NE,Albuquerque,POINT(-106.333 35.642)
-105.514,36.68,COLU,Columbine,NF,505.586.0520/505.758.6200,mid may-mid sep,,27,7897,NH ND VT DW NS NR,NM,4.8,E,Questa,POINT(-105.514 36.68)
-105.59,36.161,COMA,Comales,NF,505.587.2255/505.758.6200,mid may-mid oct,,10,8012,NH ND 36ft VT NW NS NR,NM,5.5,E,Penasco,POINT(-105.59 36.161)
-106.558,35.329,CORO,Coronado,CP,505.867.3311,,,,5085,E DP FT DW SH,NM,2,N,Bernalillo,POINT(-106.558 35.329)
-108.893,33.619,COTT,Cottonwood,NF,,,,4,5804,NH ND VT NW NS NR N$,NM,20.9,N,Glenwood,POINT(-108.893 33.619)
-107.677,36.811,COTN,Cottonwood - Navajo Lake State Park,SP,505.632.2278,,,47,5764,E DP FT DW RS,NM,18.4,E,Bloomfield,POINT(-107.677 36.811)
-108.491,34.137,COVQ,Cove - Quemado Lake,NF,,,,,7651,NH ND VT DW NS NR,NM,14.3,S,Quemado,POINT(-108.491 34.137)
-105.64,35.671,COWC,Cow Creek,NF,505.757.6121,all year,,5,8491,NH ND NW NS NR N$,NM,7,N,Pecos,POINT(-105.64 35.671)
-105.664,35.813,COWL,Cowles,NF,505.757.6121/505.438.7840,,,9,8274,NH ND VT DW NS NR L$,NM,16.5,N,Pecos,POINT(-105.664 35.813)
-105.233,36.188,COYO,Coyote Creek State Park,SP,575.387.2328,mid may-late aug,Sheltered picnic tables at most sites - well maintained showers,64,7776,NH DP 40ft FT DW SH RS PA L$,NM,3.5,N,Guadalupita,POINT(-105.233 36.188)
-105.533,36.56,CHUC,Cuchillo,NF,505.586.0520/505.758.6200,mid may-mid sep,,3,8248,NH ND VT NW NS NR,NM,10.7,N,Taos,POINT(-105.533 36.56)
-104.346,32.294,DARK,Dark Canyon Dispersed,BLM,,,dispersed - no facil,,3472,NH ND NT NW NS NR N$,NM,11.1,SW,Carlsbad,POINT(-104.346 32.294)
-107.858,34.155,DATI,Datil Well,BLM,,all year,,22,7444,NH ND VT DW NS NR L$,NM,1.1,NW,Datil,POINT(-107.858 34.155)
-105.743,32.944,DEER,Deerhead,NF,505.682.2551/505.434.7200,mid may-mid sep,,20,8793,NH ND 16ft VT DW NS NR,NM,0.9,S,Cloudcroft,POINT(-105.743 32.944)
-108.498,33.422,DIPP,Dipping Vat,NF,505.533.6232/505.388.8201,mid apr-mid sep,,40,7346,NH ND VT DW NS NR L$,NM,25,SE,Reserve,POINT(-108.498 33.422)
-108.241,36.707,DUNE,Dunes OHV Vehicle RA,BLM,,,,,5360,NH ND VT NW NS NR N$,NM,1.9,SW,Farmington,POINT(-108.241 36.707)
-105.477,36.135,DURA,Duran,NF,505.587.2255/505.758.6200,mid may-mid oct,,12,8842,NH ND 16ft VT DW NS NR,NM,12,E,Penasco,POINT(-105.477 36.135)
-105.753,33.389,EAGL,Eagle Creek Lakes,RES,,,,,8307,NH ND 35ft FT DW NS,NM,26.6,NE,Tularosa,POINT(-105.753 33.389)
-106.526,36.36,ECHO,Echo Amphitheater,NF,505.684.2489/505.758.6200,all year,,9,6703,NH ND 32ft VT DW NS NR L$,NM,15.6,NW,Abiquiu,POINT(-106.526 36.36)
-105.673,36.666,ELAG,El Aguaje - Wild Rivers Rec Area,BLM,,,,,7464,VT NW NR,NM,5,SW,Questa,POINT(-105.673 36.666)
-108.471,34.138,ELCQ,El Caso - Quemado Lake,NF,505.773.4678/505.388.8201,,,22,7713,NH ND 35ft VT NW NS NR N$,NM,14.3,S,Quemado,POINT(-108.471 34.138)
-108.336,35.037,ELMO,El Morro National Monument,NM,505.783.4226,,,9,7215,NH 32ft VT DW NR,NM,11,SE,Ramah,POINT(-108.336 35.037)
-105.412,35.71,ELPO,El Porvenir,NF,505.757.6121/505.438.7840,,,13,7536,NH ND VT DW NS NR L$,NM,13.3,NW,Las Vegas,POINT(-105.412 35.71)
-106.254,36.402,ELRI,El Rito,NF,505.581.4554/505.758.6200,,,8,7644,VT NW NR,NM,5.4,NW,El Rito,POINT(-106.254 36.402)
-106.738,36.614,ELVA,El Vado Lake State Park,SP,575.588.7247,mid may-mid sep,,99,6936,WE DP 40ft FT DW SH RS PA L$,NM,12,SW,Tierra Amarill,POINT(-106.738 36.614)
-107.209,33.181,ELEB,Elephant Butte Lake State Park,SP,575.744.5923,early mar-late sep,some huge sites,132,4508,E DP 40ft FT DW SH RS PA,NM,4.4,NE,Truth Or Consequences,POINT(-107.209 33.181)
-105.449,36.708,ELEP,Elephant Rock,NF,505.586.0520/505.758.6200,mid may-mid sep,,22,8556,NH ND 18ft VT DW NS NR,NM,2.4,W,Red River,POINT(-105.449 36.708)
-106.89,34.124,ESCO,Escondida Lake Park,CP,575.835.2041,all year,,,4613,WES DP DW L$,NM,4.5,N,Socorro,POINT(-106.89 34.124)
-105.421,35.698,EVLO,EV Long,NF,505.757.6121/505.438.7840,,,20,7500,NH ND VT DW NS NR,NM,13.2,NW,Las Vegas,POINT(-105.421 35.698)
-105.458,36.706,FAWN,Fawn Lakes,NF,505.586.0520/505.758.6200,mid may-mid oct,,22,8494,NH ND VT DW NS NR,NM,2.9,W,Red River,POINT(-105.458 36.706)
-106.728,35.884,FENT,Fenton Lake State Park,SP,575.829.3630,mid may-mid sep,,35,7717,NH ND 40ft VT DW NS RS PA L$,NM,8.2,N,Jemez Springs,POINT(-106.728 35.884)
-105.695,35.688,FIEL,Field Tract,NF,505.757.6121/505.438.7840,,,15,7382,NH ND 45ft FT DW NS NR L$,NM,7.9,N,Pecos,POINT(-105.695 35.688)
-108.207,33.184,FORK,Forks,NF,505.536.2250/505.388.8201,,,7,5604,NH ND VT NW NS NR N$,NM,26.2,NW,Mimbres,POINT(-108.207 33.184)
-106.382,34.793,FOUR,Fourth Of July,NF,505.847.2990/505.346.3804,mid apr-mid nov,,25,7641,NH ND VT DW NS NR L$,NM,6.1,NW,Tajique,POINT(-106.382 34.793)
-107.844,32.887,GALL,Gallinas - Lower,NF,505.388.8201/505.388.8201,,,12,6667,NH ND VT NW NS NR N$,NM,8.1,E,Mimbres,POINT(-107.844 32.887)
-107.823,32.9,GALU,Gallinas - Upper,NF,505.388.8201/505.388.8201,,,10,6982,NH ND VT NW NS NR N$,NM,9.6,E,Mimbres,POINT(-107.823 32.9)
-107.86,36.051,GALC,Gallo - Chaco Culture National Park,NP,505.786.7014,,15 mile dirt rd.,49,6280,NH DP 35ft FT NW NS NR L$,NM,9.3,S,Kimbeto,POINT(-107.86 36.051)
-105.799,35.652,GLOR,Glorieta,NF,,,,5,10059,VT NW NR,NM,5,N,Gloriete,POINT(-105.799 35.652)
-105.541,36.689,GOAT,Goat Hill,NF,505.586.0520/505.758.6200,mid may-mid oct,,6,7697,NH ND VT NW NS NR,NM,3.2,E,Questa,POINT(-105.541 36.689)
-108.206,33.179,GRAP,Grapevine,NF,505.536.2250/505.388.8201,all year,,20,5659,NH ND 20ft VT NW NS NR N$,NM,25.8,NW,Mimbres,POINT(-108.206 33.179)
-103.969,32.57,HACK,Hackberry Lake OHV,BLM,,,off hwy veh area - dispersed - no facil,,3207,NH ND NT NW NS NR N$,NM,18.3,NE,Carlsbad,POINT(-103.969 32.57)
-103.208,32.77,HARR,Harry McAdams Park,CP,575.392.5845,,oasis in the desert,20,3691,WES FT DW,NM,6.2,NW,Hobbs,POINT(-103.208 32.77)
-104.183,33.674,HAYS,Haystack Mt OHV Area,BLM,,,off hwy veh area,,3990,NH ND VT NW NS NR N$,NM,27.5,NE,Roswell,POINT(-104.183 33.674)
-108.991,33.818,HEAD,Head Of Ditch,NF,505.773.4678/505.388.8201,all year,,12,7172,NH ND 30ft VT NW NS NR N$,NM,9,E,Alpine  AZ,POINT(-108.991 33.818)
-106.657,36.694,HERO,Heron Lake State Park,SP,505.588.7470,mid may-mid sep,,300,7254,WE 40ft FT DW RS PA,NM,5.4,SW,Los Ojos,POINT(-106.657 36.694)
-107.57,32.921,HILL,Hillsboro City RV Park,CP,575.895.5703,all year,mostly long term residents,15,5267,WES DP DW SH L$,NM,0.2,W,Hillsboro,POINT(-107.57 32.921)
-105.639,36.114,HODG,Hodges,NF,,,,14,8455,NW NR,NM,5.6,S,Vadito,POINT(-105.639 36.114)
-106.073,32.831,HOLL,Holloman AFB Military,MIL,575.572.5369,,military only - do not use our lat/lon - contact them for directions and info,24,4065,WE DP DW SH RS,NM,8.1,SW,Alamogordo,POINT(-106.073 32.831)
-105.701,35.773,HOL2,Holy Ghost,NF,505.757.6121/505.438.7840,,,24,8248,NH ND VT DW NS NR L$,NM,14.6,NE,Santa Fe,POINT(-105.701 35.773)
